id originale,Cote,Auteur.trice,Titre,Année originale,Année,Genre textuel,Domaine,Page,cotexte gauche,pivot (cible),cotexte droit,-5,-4,-3,-2,-1,TEMPS (forme),pour/à (forme),SOI (forme),1,2,3,tri,tri_notes,TEMPS (u.l.),pour/à (u.l.),SOI (u.l.),TEMPS_nombre,SOI_personne,SOI_nombre,verbe combiné (u.l.),verbe_mode,négation
50,P245,MOUHY Charles Fieux de,La Paysanne parvenue ou les Mémoires de Mme la Marquise de L. V. : t. 1,1735,1735,Ecrits fictionnels,littérature,214,"instruire à ce sujet ; elle vous conduira dès aujourd'hui à M où je veux qu' on vous fasse des habits , de -là elle vous ramenera chez moi , où je vous garderai quelque -",tems pour vous,"ôter les façons villageoises , afin qu' en entrant au convent vous ne démentiez pas le nom sous lequel vous paroîtrez . Pendant que ma mere me disoit ces choses , je la",je,vous,garderai,quelque,-,tems,pour,vous,ôter,les,façons,non,,temps,pour,vous,sing,2,?,,,
51,P245,MOUHY Charles Fieux de,La Paysanne parvenue ou les Mémoires de Mme la Marquise de L. V. : t. 1,1735,1735,Ecrits fictionnels,littérature,249,"à vous à present , ma chére Minette , à me donner des preuves de l' affection dont vous m' avez flatté si souvent ; si vous m' aimez véritablement vous n' hésiterez pas un",moment à vous,"échaper et à vous remettre entre mes mains ; vous me donnerez votre foi , vous recevrez la mienne ; de -là je vous conduirai chez mon pere qui nous guidera , et nous fera",vous,n',hésiterez,pas,un,moment,à,vous,échaper,et,à,non,,moment,à,vous,sing,2,?,,,
52,P245,MOUHY Charles Fieux de,La Paysanne parvenue ou les Mémoires de Mme la Marquise de L. V. : t. 1,1735,1735,Ecrits fictionnels,littérature,414,"cependant , c' est que sa sagesse m' est connuë , et que jusqu' ici il a toûjours montré beaucoup d' éloignement pour le sexe ; mais il ne faut quelquefois qu' un",moment pour nous,"faire changer : d' ailleurs on m' a tant conté de tours et de manéges de cette petite fille , que je ne puis m' empêcher de craindre quelque nouvel artifice de sa part . Ces",ne,faut,quelquefois,qu',un,moment,pour,nous,faire,changer,:,,,,,,,,,,,
53,N792,DESTOUCHES Philippe,Le Dissipateur ou l'Honneste friponne,1736,1736,Ecrits fictionnels,non renseigné,9,"le cours de ce déréglement . FINETTE . Vous ? JULIE . Oui ; mais ce n' est pas l' ouvrage d' un moment . Je ne puis le guérir de son erreur extrême , Qu' en le livrant encor quelque",temps à lui,"-même . FINETTE . Du moins commencez donc par n' en rien recevoir . JULIE . Au contraire , je veux employer mon pouvoir Pour m' attirer encor des dons plus magnifiques . FINETTE",en,le,livrant,encor,quelque,temps,à,lui,-même,.,FINETTE,,,,,,,,,,,
54,N737,"ARGENS Jean-Baptiste de BOYER, marquis d'","Lettres juives ou Correspondance philosophique, historique et critique : t. 2",1738,1738,Ecrits non fictionnels,non renseigné,124,"mer l' année passée , et emmené à Alger comme esclave , dont j' ai cependant sçû me délivrer avec perte très considérable ; mais , je dois différer jusqu' à un autre",tems à vous,"parler de ce que je me suis acquis par la grace divine . Ne trouves -tu pas plaisant , mon cher Brito , que l' esclave d' un algérien ne veuille plus être redevable de ses",différer,jusqu',à,un,autre,tems,à,vous,parler,de,ce,,,,,,,,,,,
55,N946,PRÉVOST L'Abbé ,"Le Philosophe anglois ou Histoire de Monsieur Cleveland, fils naturel de Cromwell : t. 4",1738,1738,Ecrits fictionnels,littérature,27,"honore de son amitié , et qui méritoit d' être respecté , sur-tout dans l' absence de cette princesse qu' on risqueroit d' offenser en vous maltraitant . J' ai demandé du",tems pour vous,"observer de plus près , et j' ai promis un rapport exact et fidèle . Enfin je me suis rendu votre caution pendant quelques semaines , qui m' ont été accordées pour veiller",.,J',ai,demandé,du,tems,pour,vous,observer,de,plus,,,,,,,,,,,
56,N668,CRÉBILLON Claude-Prosper JOLYOT de,Les Égarements du cœur et de l'esprit,1738,1738,Ecrits fictionnels,non renseigné,146,"bien lui faire quelquefois . Je voulais en vain déguiser mon chagrin . Voir Germeuil auprès d' Hortense , et penser que dans la solitude de la campagne il trouverait mille",moments pour lui,"dire les choses les plus tendres , était un supplice que je ne pouvais supporter , surtout quand je me souvenais qu' il avait dépendu de moi de me l' épargner . Je me",la,campagne,il,trouverait,mille,moments,pour,lui,dire,les,choses,non,,moment,pour,lui,plur,3,sing,,,
57,N994,TENCIN marquise de ,Le Siège de Calais : t. 1,1739,1739,Ecrits fictionnels,littérature,161,"et que voici , me jette dans un nouveau trouble et dans une nouvelle affliction . Cette lettre , que M De Canaple prit des mains de son ami , étoit telle : "" ne perdez point de",temps pour vous,"éloigner d' un lieu où l'on conspire votre perte . Je devrois peut-être me ranger du côté de vos ennemis ; mais , malgré votre trahison , je me souviens encore que je",,ne,perdez,point,de,temps,pour,vous,éloigner,d',un,,,,,,,,,,,
58,Q558,VARENNE Jacques de,Mémoires du chevalier de Ravanne : t. 2,1740,1740,Ecrits fictionnels,littérature,246,"qu' il me paroissoit que nous étions déjà fort loin hors de la ville . Il me répondit fort ingénument que nous en étions éloignés d' une lieue , et nous exhorta en même",temps à nous,"tranquilliser . Ce n' est pas chez mon neveu , dit -il , que je vous mène , c' est chez moi que je veux avoir l' honneur de finir le carnaval avec vous : nous sommes partie quarrée",et,nous,exhorta,en,même,temps,à,nous,tranquilliser,.,Ce,,,,,,,,,,,
59,S197,LA CHAUSSÉE Pierre-Claude,Mélanide,1741,1741,Ecrits fictionnels,non renseigné,78,"s' arrange . THÉODON . Il faut voir d' où provient ce changement étrange . D' ARVIANE . Monsieur , je suis perdu . THÉODON . Sachez vous modérer ; Attendez qu' il soit",tems pour vous,"désespérer . Fin du troisiéme Acte . ACTE IV , SCENE PREMIERE . ACTE IV . SCENE PREMIERE . THÉODON , MÉLANIDE . MÉLANIDE . Telle est de mon refus la cause nécessaire . D'",;,Attendez,qu',il,soit,tems,pour,vous,désespérer,.,Fin,non,,temps,pour,vous,sing,2,?,,,
60,N563,DUCLOS Charles PINOT,Les Confessions du comte de ***,1741,1741,Ecrits fictionnels,non renseigné,223,"amour me ramena vers elle . Je lui fis tout à la fois des reproches et lui demandai pardon , et nous nous raccommodâmes . Nous vécûmes quelque temps ensemble , en passant le",temps à nous,"brouiller et à nous raccommoder tous les jours . Enfin , fatiguée de mes plaintes autant que je l' étais de sa coquetterie , elle me déclara qu' elle ne pouvait plus",ensemble,",",en,passant,le,temps,à,nous,brouiller,et,à,,,,,,,,,,,
61,Q447,PRÉVOST L'Abbé ,"Mémoires pour servir à l'histoire de Malte, ou Histoire de la jeunesse du Commandeur de *** : 1",1741,1741,Ecrits fictionnels,littérature,63,"de la mere étoit de sonder ma générosité ; mais elle ne dut pas me trouver difficile à gagner , puisque je m' empressai d' aller au devant de ses désirs . Je pris un",moment pour lui,"faire entendre que sans être commandeur , je jouissois d' un assez gros revenu pour l' empêcher de regreter ce qu' elle avoit perdu . La seule méprise qu' il y eut entre",désirs,.,Je,pris,un,moment,pour,lui,faire,entendre,que,non,,moment,pour,lui,sing,3,sing,,,
62,N734,DUCLOS Charles PINOT,Histoire de Madame de Luz,1741,1741,Ecrits fictionnels,non renseigné,207,"tous les égards et aux décences les plus sévères , il osa rappeler à Madame De Luz les sentimens dont elle l' avait autrefois flatté . Que ce souvenir était cruel en ce",moment pour elle,"! Elle soupira et rougit . M De Saint-Géran désirait , en lui montrant l' amour le plus vif , le plus tendre et le plus soumis , de l' engager à s' expliquer ; elle ne lui",souvenir,était,cruel,en,ce,moment,pour,elle,!,Elle,soupira,non,,moment,pour,elle,sing,3,sing,,,
63,E667,PRÉVOST L'Abbé ,Histoire d'une Grecque moderne,1741,1741,Ecrits fictionnels,littérature,123,; mais elle me demanda de quelle utilité ils lui pouvoient être dans le peu de séjour qu' elle devoit faire à Constantinople . J' étois seul avec elle . Je pris le,moment pour lui,"faire l' ouverture de mon projet . Mais quoiqu' il fût médité et que je me flattasse encore que ma proposition seroit écoutée volontiers , je ne me trouvai point la",elle,.,Je,pris,le,moment,pour,lui,faire,l',ouverture,,,,,,,,,,,
64,E667,PRÉVOST L'Abbé ,Histoire d'une Grecque moderne,1741,1741,Ecrits fictionnels,littérature,136,"me rendre maitre de la main de Théophé , je vins à bout de la retenir enfin dans les miennes . Un moment , lui dis -je pendant ce tendre combat , souffrez que je la prenne un",moment pour vous,"parler et pour vous entendre . Elle parut céder à la crainte de m' offenser , plutôt qu' au desir de me satisfaire . Hélas ! qu' ai -je droit de vous refuser ? me répéta",que,je,la,prenne,un,moment,pour,vous,parler,et,pour,,,,,,,,,,,
65,Q448,PRÉVOST L'Abbé ,"Mémoires pour servir à l'histoire de Malte, ou Histoire de la jeunesse du Commandeur de *** : 2",1741,1741,Ecrits fictionnels,littérature,58,"C' est un bonheur pour vous , reprit -il , que vous ne soyiez pas resté dans votre chambre au bruit qui s' est répandu de la mort de mon maître . Ils avoient ordre de prendre ce",moment pour vous,"ôter la vie , dans l' opinion que tous vos gens se rendant sur le tillac , ils vous trouveroient sans secours et sans défense . Et pour ne vous rien cacher , ajouta -t-il , Dom",avoient,ordre,de,prendre,ce,moment,pour,vous,ôter,la,vie,non,,moment,pour,vous,sing,2,?,,,
66,Q448,PRÉVOST L'Abbé ,"Mémoires pour servir à l'histoire de Malte, ou Histoire de la jeunesse du Commandeur de *** : 2",1741,1741,Ecrits fictionnels,littérature,134,"de le tenir sous elle , il se trouva tout d' un coup suffoqué jusqu' à perdre la respiration . Elle s' en apperçut par le peu de résistance qu' il lui fit ; et profitant de ce",moment pour lui,"ôter son épée , elle lui en appuya la pointe sur l' estomac , en jurant d' un air furieux , qu' au moindre mouvement qu' elle lui verroit faire pour se défendre , elle l' en",;,et,profitant,de,ce,moment,pour,lui,ôter,son,épée,,,,,,,,,,,
67,Q448,PRÉVOST L'Abbé ,"Mémoires pour servir à l'histoire de Malte, ou Histoire de la jeunesse du Commandeur de *** : 2",1741,1741,Ecrits fictionnels,littérature,156,"; et je souhaite de ne pas vous trouver aussi coupable que je le soupçonne . Elle demeura sans réponse , et dans un embarras qui redoubla la colere de Leniati . Je pris ce",moment pour lui,"déclarer dans quelles intentions j' étois venu . Il les sçavoit déja de Perès , et c' étoit le dessein de se préter à notre réconciliation , qui l' avoit amené .",Leniati,.,Je,pris,ce,moment,pour,lui,déclarer,dans,quelles,,,,,,,,,,,
68,Q499,GODARD D'AUCOUR Claude,Mémoires turcs : 1,1743,1743,Ecrits fictionnels,littérature,137,". Nous arrivâmes enfin à cette grande ville le seize décembre . On nous assigna d' abord des logemens au fauxbourg Saint-Antoine , où nous demeurâmes quelque",tems pour nous,"remettre de notre fatigue , et préparer ce qui étoit nécessaire pour notre entrée publique . Pendant le séjour que nous fimes à la maison de Titon , que nous occupions ,",",",où,nous,demeurâmes,quelque,tems,pour,nous,remettre,de,notre,,,,,,,,,,,
69,S692,MARIVAUX Pierre de,La Vie de Marianne ou les Aventures de Madame la comtesse de***,1745,1745,Ecrits fictionnels,non renseigné,211,"demain matin , parce qu' elle n' est payée que pour aujourd'hui ; de sorte que je ne sais plus de quel côté tourner , si le père Saint-Vincent , de chez qui je viens en ce",moment pour lui,"conter tout , et qui m' avait bonnement menée à cet horrible homme , ne trouve pas demain à me placer en quelque endroit , comme il m' a promis d' y tâcher . Au sortir de chez",qui,je,viens,en,ce,moment,pour,lui,conter,tout,",",,,,,,,,,,,
70,S692,MARIVAUX Pierre de,La Vie de Marianne ou les Aventures de Madame la comtesse de***,1745,1745,Ecrits fictionnels,non renseigné,507,"et que j' abrégerai le plus qu' il me sera possible . Non pas , lui dis -je , n' abrégez rien , je vous en conjure , je vous demande jusqu' au moindre détail ; plus je passerai de",moments à vous,"écouter , plus vous m' épargnerez de réflexions sur tout ce qui m' afflige ; et s' il est vrai que vous n' ayez pas été plus heureuse que moi , vous qui méritiez de l' être",;,plus,je,passerai,de,moments,à,vous,écouter,",",plus,,,,,,,,,,,
71,N849,MARIVAUX Pierre de,La Vie de Marianne ou les Aventures de madame la comtesse de ***,1745,1745,Ecrits fictionnels,non renseigné,152,"demain matin , parce qu' elle n' est payée que pour aujourd'hui ; de sorte que je ne sais plus de quel côté tourner , si le père saint-Vincent , de chez qui je viens en ce",moment pour lui,"conter tout , et qui m' avait bonnement menée à cet horrible homme , ne trouve pas demain à me placer en quelque endroit , comme il m' a promis d' y tâcher . Au sortir de chez",qui,je,viens,en,ce,moment,pour,lui,conter,tout,",",,,,,,,,,,,
72,N849,MARIVAUX Pierre de,La Vie de Marianne ou les Aventures de madame la comtesse de ***,1745,1745,Ecrits fictionnels,non renseigné,430,"et que j' abrégerai le plus qu' il me sera possible . Non pas , lui dis -je , n' abrégez rien , je vous en conjure , je vous demande jusqu' au moindre détail ; plus je passerai de",moments à vous,"écouter , plus vous m' épargnerez de réflexions sur tout ce qui m' afflige ; et s' il est vrai que vous n' ayez pas été plus heureuse que moi , vous qui méritiez de l' être",;,plus,je,passerai,de,moments,à,vous,écouter,",",plus,non,,moment,à,vous,plur,2,?,,,
73,N677,GRAFFIGNY Françoise de,Lettres d'une jeune Péruvienne,1747,1747,Ecrits fictionnels,non renseigné,150,"ne m' affecte ; ils sont trop bruyans pour mon âme ; je ne jouis plus de l' entretien de Céline . Tout occupée de son nouvel époux , à peine puis -je trouver quelques",momens pour lui,"rendre des devoirs d' amitié . Le reste de la compagnie ne m' est agréable qu' autant que je puis en tirer des lumières sur les différens objets de ma curiosité , et je n'",peine,puis,-je,trouver,quelques,momens,pour,lui,rendre,des,devoirs,,,,,,,,,,,
74,Q263,TENCIN marquise de ,Les Malheurs de l'amour : 1,1747,1747,Ecrits fictionnels,littérature,158,"vertueux que Barbasan faisoit paroître , n' étoient pas perdus pour lui : je m' en faisois une excuse de ma foiblesse . Mon père se levoit toujours assez matin ; je pris ce",temps pour lui,"parler . Il fut étonné de me voir de si bonne heure : je me mis d' abord à ses genoux , je lui pris la main , je la baisai plusieurs fois sans avoir prononcé une seule parole . Qu'",matin,;,je,pris,ce,temps,pour,lui,parler,.,Il,,,,,,,,,,,
75,Q264,TENCIN marquise de ,Les Malheurs de l'amour : 2,1747,1747,Ecrits fictionnels,littérature,48,"aussi nécessaire pour lui que celle de M D' épernon , je me déterminai à lui cacher ce que le hasard m' avoit fait découvrir . à l' égard de mon mariage , j' avois le",temps pour moi,": il ne me restoit qu' à prendre des mesures pour éviter de voir Mademoiselle De Magnelais : elle m' étoit devenue , dès ce moment -là , si indifférente que je n' avois pas",mariage,",",j',avois,le,temps,pour,moi,:,il,ne,,,,,,,,,,,
76,Q264,TENCIN marquise de ,Les Malheurs de l'amour : 2,1747,1747,Ecrits fictionnels,littérature,75,! Comprenez -vous le supplice auquel vous me condamnez ? Il se tut après ce peu de mots : nous restâmes tous deux dans un morne silence . Je l' interrompis après quelques,momens pour lui,"demander pardon . C' est à moi , madame , me dit -il , à vous le demander : je vous ai forcée par mes importunités à vous faire à vous même la contrainte la plus affreuse .",Je,l',interrompis,après,quelques,momens,pour,lui,demander,pardon,.,,,,,,,,,,,
77,N686,PRÉVOST L'Abbé ,Lettres angloises ou Histoire de miss Clarisse Harlove [trad.] : t. 3,1751,1751,Ecrits fictionnels,non renseigné,157,"inquiétude , et qui augmenteroient mes dégoûts et mes ressentimens à la moindre offense . L' occasion que je désirois s' est présentée , et je ne veux pas différer un",moment à vous,"informer de ce qu' elle a produit . Il étoit à me faire sa cour , dans les termes les plus polis ; déplorant le malheur qu' il avoit , disoit -il , d' être moins avancé que",ne,veux,pas,différer,un,moment,à,vous,informer,de,ce,,,,,,,,,,,
78,N686,PRÉVOST L'Abbé ,Lettres angloises ou Histoire de miss Clarisse Harlove [trad.] : t. 3,1751,1751,Ecrits fictionnels,non renseigné,161,"résolution de partir m' étant un peu suspecte , et la mienne étant de ne rien épargner pour vous soutenir dans votre première idée , la crainte de n' avoir pas assez de",tems pour vous,"faire goûter mes raisons , m' avoit fait ordonner à Léman d' éloigner tous ceux qui se présenteroient , et de se tenir lui -même à peu de distance de la porte "" . Mais ,",n',avoir,pas,assez,de,tems,pour,vous,faire,goûter,mes,,,,,,,,,,,
